#G1	G2	K	sketchsize	ANI	WJI	JI	Mash	Dash1	SM	BD8	BD1	SS8	SS1	FSS8	FSS1	PMH8Exact	PMH8-50000000	PMH1Exact	PMH1-50000000
../fasta/ref/bacteria/69/69/GCF_022569695.1_ASM2256969v1_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_002769695.1_ASM276969v1_genomic.fna.gz	31	32768	74.901	2.1880272e-05	2.1880272e-05	0.0	0.020866	0.0	0.0	0.0029296875	0.0	0.00089457567	0.0	0.00039293867	0.0	0.02734375	0.012254902	0.039215688
../fasta/ref/bacteria/69/69/GCF_900169695.1_15.TR.020_20OXA_OXA-48_KPC_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_000669695.1_Myco_tube_OFXR-28_V1_genomic.fna.gz	31	32768	75.2994	1.0500177e-05	1.0500177e-05	0.0	0.00945992	0.0	0.0	0.0043945312	0.0	0.0	0.0	0.0017433296	0.0	0.046875	0.012254902	0.05490196
../fasta/ref/bacteria/69/69/GCF_015669695.1_ASM1566969v1_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_022369695.1_ASM2236969v1_genomic.fna.gz	31	32768	88.0654	6.378193e-05	5.4812102e-05	0.001953125	0.0	0.002	0.0	0.00390625	0.0	0.0	0.0	0.0	0.0	0.013671875	0.007598039	0.034803923
../fasta/ref/bacteria/69/69/GCF_014169695.1_ASM1416969v1_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_000569695.1_Stap_aure_M91155_V1_genomic.fna.gz	31	32768	78.861	5.0537135e-05	1.3782349e-05	0.0	0.008605	0.0	0.0	0.0031738281	0.0	0.0	0.0	0.0	0.0	0.0234375	0.012745098	0.05122549
../fasta/ref/bacteria/69/34/GCF_003634695.1_ASM363469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_006234695.1_ASM623469v1_genomic.fna.gz	31	32768	74.4629	9.814477e-06	9.814477e-06	0.0	0.00550634	0.0	0.0	0.0048828125	0.0	0.002680539	0.0	0.00012213078	0.0	0.0390625	0.012009804	0.055637255
../fasta/ref/bacteria/69/34/GCF_002934695.1_ASM293469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_001334695.1_6593_5_12_genomic.fna.gz	31	32768	77.7434	2.9119292e-05	2.9119292e-05	0.0	0.00339078	0.0	0.0	0.0048828125	0.0	0.0	0.0	0.0	0.0	0.033203125	0.008578432	0.034558825
../fasta/ref/bacteria/69/34/GCF_014334695.1_ASM1433469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_021134695.1_ASM2113469v1_genomic.fna.gz	31	32768	76.5406	0.000137159	8.115731e-05	0.0	0.0	0.0	0.0	0.005126953	0.0	0.0	0.0	6.5533286e-06	0.0	0.029296875	0.011764706	0.02990196
../fasta/ref/bacteria/69/34/GCF_001034695.1_ASM103469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_019134695.1_ASM1913469v1_genomic.fna.gz	31	32768	76.127	0.00013000329	0.00011766575	0.0	0.0263178	0.0	0.0	0.0043945312	0.0	0.0	0.0	0.0	0.0	0.0546875	0.009558824	0.051960785
../fasta/ref/bacteria/69/34/GCF_900034695.1_12754_5_84_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_000534695.1_Ente_cloa_complex_MGH_6_V2_genomic.fna.gz	31	32768	76.6845	1.5743391e-05	1.5113647e-05	0.0	0.0149807	0.0	0.0	0.0043945312	0.0	0.0	0.0	0.00086667854	0.0	0.021484375	0.012745098	0.044607844
../fasta/ref/bacteria/69/34/GCF_012934695.1_ASM1293469v1_genomic.fna.gz	../fasta/ref/bacteria/69/37/GCF_900637695.1_52451_C01_genomic.fna.gz	31	32768	75.6729	1.6207896e-05	8.103882e-06	0.0	0.0132313	0.0	0.0	0.004638672	0.0	1.0802964e-05	0.0	0.0	0.0	0.033203125	0.012745098	0.05269608
../fasta/ref/bacteria/69/02/GCF_009902695.1_ASM990269v1_genomic.fna.gz	../fasta/ref/bacteria/69/02/GCF_003302695.1_ASM330269v1_genomic.fna.gz	31	32768	82.3998	0.013326543	0.012914713	0.009765625	0.00795266	0.01	0.013671875	0.016113281	0.01171875	0.01455138	0.009765625	0.008581472	0.009765625	0.060546875	0.027205883	0.0632353
