#G1	G2	K	sketchsize	ANI	WJI	JI	Mash	Dash1	SM	BD8	BD1	SS8	SS1	FSS8	FSS1	PMH8Exact	PMH8-50000000	PMH1Exact	PMH1-50000000
../fasta/ref/bacteria/69/69/GCF_022569695.1_ASM2256969v1_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_002769695.1_ASM276969v1_genomic.fna.gz	31	8192	74.901	2.1880272e-05	2.1880272e-05	0.0	0.0483562	0.0	0.0	0.00390625	0.0	0.0	0.0	0.00068620866	0.0	0.0234375	0.015686275	0.037254903
../fasta/ref/bacteria/69/69/GCF_900169695.1_15.TR.020_20OXA_OXA-48_KPC_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_000669695.1_Myco_tube_OFXR-28_V1_genomic.fna.gz	31	8192	75.2994	1.0500177e-05	1.0500177e-05	0.0	0.0188746	0.0	0.0	0.0029296875	0.0	0.00248679	0.0	0.0	0.0	0.0390625	0.00882353	0.063725494
../fasta/ref/bacteria/69/69/GCF_015669695.1_ASM1566969v1_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_022369695.1_ASM2236969v1_genomic.fna.gz	31	8192	88.0654	6.378193e-05	5.4812102e-05	0.0	0.0	0.0	0.0	0.00390625	0.0	0.0	0.0	0.0	0.0	0.0	0.012745098	0.021568628
../fasta/ref/bacteria/69/69/GCF_014169695.1_ASM1416969v1_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_000569695.1_Stap_aure_M91155_V1_genomic.fna.gz	31	8192	78.861	5.0537135e-05	1.3782349e-05	0.0	1.39875e-05	0.0	0.0	0.0029296875	0.0	0.0	0.0	0.0	0.0	0.0234375	0.01372549	0.047058824
../fasta/ref/bacteria/69/34/GCF_003634695.1_ASM363469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_006234695.1_ASM623469v1_genomic.fna.gz	31	8192	74.4629	9.814477e-06	9.814477e-06	0.0	0.0	0.0	0.0	0.0048828125	0.0	0.0012257373	0.0	0.0	0.0	0.015625	0.010784314	0.050980393
../fasta/ref/bacteria/69/34/GCF_002934695.1_ASM293469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_001334695.1_6593_5_12_genomic.fna.gz	31	8192	77.7434	2.9119292e-05	2.9119292e-05	0.0	0.0285237	0.0	0.0	0.0078125	0.0	0.0	0.0	0.0021765511	0.0	0.046875	0.01372549	0.047058824
../fasta/ref/bacteria/69/34/GCF_014334695.1_ASM1433469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_021134695.1_ASM2113469v1_genomic.fna.gz	31	8192	76.5406	0.000137159	8.115731e-05	0.0	0.01096	0.0	0.0	0.0029296875	0.0	0.0026879634	0.0	0.0	0.0	0.046875	0.006862745	0.030392157
../fasta/ref/bacteria/69/34/GCF_001034695.1_ASM103469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_019134695.1_ASM1913469v1_genomic.fna.gz	31	8192	76.127	0.00013000329	0.00011766575	0.0	0.0352151	0.0	0.0	0.0078125	0.0	0.0	0.0	0.0013196906	0.0	0.0390625	0.016666668	0.05882353
../fasta/ref/bacteria/69/34/GCF_900034695.1_12754_5_84_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_000534695.1_Ente_cloa_complex_MGH_6_V2_genomic.fna.gz	31	8192	76.6845	1.5743391e-05	1.5113647e-05	0.0	0.036288	0.0	0.0	0.00390625	0.0	0.0	0.0	0.0	0.0	0.0078125	0.014705882	0.038235296
../fasta/ref/bacteria/69/34/GCF_012934695.1_ASM1293469v1_genomic.fna.gz	../fasta/ref/bacteria/69/37/GCF_900637695.1_52451_C01_genomic.fna.gz	31	8192	75.6729	1.6207896e-05	8.103882e-06	0.0	0.00297362	0.0	0.0	0.0048828125	0.0	0.00188638	0.0	0.0	0.0	0.0546875	0.01372549	0.04019608
../fasta/ref/bacteria/69/02/GCF_009902695.1_ASM990269v1_genomic.fna.gz	../fasta/ref/bacteria/69/02/GCF_003302695.1_ASM330269v1_genomic.fna.gz	31	8192	82.3998	0.013326543	0.012914713	0.0	0.0	0.0	0.015625	0.017578125	0.015625	0.012731007	0.015625	0.004685929	0.015625	0.0625	0.021568628	0.064705886
../fasta/ref/bacteria/69/02/GCF_004102695.1_ASM410269v1_genomic.fna.gz	../fasta/ref/bacteria/02/21/GCF_900221025.1_IMG-taxon_2671180026_annotated_assembly_genomic.fna.gz	31	8192	85.3477	0.019425176	0.019301686	0.046875	0.0240866	0.047	0.0234375	0.029296875	0.03125	0.023771258	0.03125	0.03525539	0.015625	0.0625	0.03137255	0.0627451
../fasta/ref/bacteria/69/02/GCF_014202695.1_ASM1420269v1_genomic.fna.gz	../fasta/ref/bacteria/05/38/GCF_000238055.2_Oribacterium_sp_ACB1_V2_genomic.fna.gz	31	8192	81.8493	0.011737534	0.011410692	0.015625	0.0668766	0.016	0.015625	0.015625	0.0	0.017240953	0.0078125	0.011230257	0.0078125	0.015625	0.021568628	0.030392157
../fasta/ref/bacteria/69/02/GCF_003602695.1_ASM360269v1_genomic.fna.gz	../fasta/ref/bacteria/69/60/GCF_015560695.1_ASM1556069v1_genomic.fna.gz	31	8192	80.8999	0.01234494	0.012231368	0.0078125	0.00950509	0.008	0.0	0.0068359375	0.0	0.014381247	0.0234375	0.0139594255	0.0	0.1015625	0.025490196	0.07156863
../fasta/ref/bacteria/69/02/GCF_023702695.1_ASM2370269v1_genomic.fna.gz	../fasta/ref/bacteria/69/09/GCF_022809695.1_ASM2280969v1_genomic.fna.gz	31	8192	82.8878	0.01374409	0.010573184	0.0	0.0140752	0.0	0.0	0.015625	0.0078125	0.0021198515	0.0234375	0.01085176	0.0234375	0.015625	0.021568628	0.05882353
../fasta/ref/bacteria/69/80/GCF_003480695.1_ASM348069v1_genomic.fna.gz	../fasta/ref/bacteria/37/80/GCF_003480375.1_ASM348037v1_genomic.fna.gz	31	8192	82.6309	0.012145222	0.011809266	0.0078125	0.0336127	0.008	0.0	0.015625	0.0078125	0.008919842	0.0078125	0.007177512	0.0234375	0.046875	0.02745098	0.050980393
../fasta/ref/bacteria/69/05/GCF_002705695.1_ASM270569v1_genomic.fna.gz	../fasta/ref/bacteria/69/56/GCF_000156695.2_ASM15669v2_genomic.fna.gz	31	8192	84.7359	0.013194422	0.013025992	0.0078125	0.0435039	0.008	0.0234375	0.024414062	0.0234375	0.013466784	0.015625	0.021501895	0.0078125	0.0625	0.024509804	0.07647059
../fasta/ref/bacteria/69/05/GCF_902705695.1_21877_MH06_genomic.fna.gz	../fasta/ref/bacteria/69/83/GCF_900083695.1_12045_6_61_genomic.fna.gz	31	8192	84.3558	0.014446896	0.014256114	0.0078125	0.0135338	0.008	0.0234375	0.0146484375	0.0	0.0134357	0.015625	0.0141178565	0.015625	0.0546875	0.033333335	0.08039216
../fasta/ref/bacteria/69/83/GCF_900983695.1_19944_6_162_genomic.fna.gz	../fasta/ref/bacteria/69/73/GCF_002073695.2_ASM207369v2_genomic.fna.gz	31	8192	82.9899	0.012923977	0.011998936	0.0078125	0.00735517	0.008	0.015625	0.0126953125	0.0078125	0.01969007	0.0078125	0.012576526	0.015625	0.015625	0.021568628	0.037254903
../fasta/ref/bacteria/69/53/GCF_001953695.1_ASM195369v1_genomic.fna.gz	../fasta/ref/bacteria/69/56/GCF_009856695.1_ASM985669v1_genomic.fna.gz	31	8192	83.1951	0.012161513	0.0102590695	0.0	0.0122557	0.0	0.0	0.0107421875	0.0	0.013932778	0.0234375	0.0061092516	0.0078125	0.0703125	0.02254902	0.057843138
