#G1	G2	K	sketchsize	ANI	WJI	JI	Mash	Dash1	BD8	BD4	BD2	BD1	SS8	SS4	SS2	SS1	FSS8	FSS4	FSS2	FSS1	PMH8Exact	PMH8-50000000	PMH8-500000	PMH4Exact	PMH4-50000000	PMH4-500000	PMH2Exact	PMH2-50000000	PMH2-500000	PMH1Exact	PMH1-50000000	PMH1-500000
../fasta/ref/bacteria/69/69/GCF_022569695.1_ASM2256969v1_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_002769695.1_ASM276969v1_genomic.fna.gz	21	8192	74.901	4.9634004e-05	4.911014e-05	0.0	0.0	-1.0	-1.0	-1.0	0.0048828125	0.0	0.0	0.0	0.00710839	0.0	0.0	0.0	0.0032019333	0.0	0.0234375	0.078125	0.0	0.0234375	0.1015625	0.0	0.027328908	0.10154879	0.007843138	0.033333335	0.115686275
../fasta/ref/bacteria/69/69/GCF_900169695.1_15.TR.020_20OXA_OXA-48_KPC_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_000669695.1_Myco_tube_OFXR-28_V1_genomic.fna.gz	21	8192	75.2994	4.289613e-05	4.2795193e-05	0.0	0.0236922	-1.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	0.00031919478	0.0	0.0	0.0	0.004434768	0.0	0.046875	0.1015625	0.0	0.05078125	0.08984375	0.0	0.04881361	0.10154879	0.01764706	0.050980393	0.11372549
../fasta/ref/bacteria/69/69/GCF_015669695.1_ASM1566969v1_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_022369695.1_ASM2236969v1_genomic.fna.gz	21	8192	88.0654	0.00014969123	0.00012417478	0.0	0.000562739	-1.0	-1.0	-1.0	0.0029296875	0.0	0.0	0.0	0.0	0.0	0.0	0.0019147483	0.0	0.0	0.0234375	0.1171875	0.0	0.01953125	0.15234375	0.0	0.01560998	0.12889296	0.011764706	0.023529412	0.13333334
../fasta/ref/bacteria/69/69/GCF_014169695.1_ASM1416969v1_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_000569695.1_Stap_aure_M91155_V1_genomic.fna.gz	21	8192	78.861	0.00013362021	4.4536104e-05	0.0	0.0118232	-1.0	-1.0	-1.0	0.00390625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027359847	0.0	0.015625	0.140625	0.0	0.01953125	0.11328125	0.0	0.029282063	0.09178302	0.010784314	0.037254903	0.09019608
../fasta/ref/bacteria/69/34/GCF_003634695.1_ASM363469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_006234695.1_ASM623469v1_genomic.fna.gz	21	8192	74.4629	3.6904185e-05	3.6904185e-05	0.0	0.0386412	-1.0	-1.0	-1.0	0.00390625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005065757	0.0	0.0546875	0.0546875	0.0	0.0625	0.08203125	0.0	0.06053254	0.08592355	0.011764706	0.055882353	0.1
../fasta/ref/bacteria/69/34/GCF_002934695.1_ASM293469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_001334695.1_6593_5_12_genomic.fna.gz	21	8192	77.7434	7.5390286e-05	7.469699e-05	0.0	0.0	-1.0	-1.0	-1.0	0.00390625	0.0	0.0	0.0	0.002565749	0.0	0.0	0.0	0.0016280902	0.0	0.03125	0.078125	0.0	0.02734375	0.08203125	0.0	0.023422599	0.08006409	0.009803922	0.03529412	0.08529412
../fasta/ref/bacteria/69/34/GCF_014334695.1_ASM1433469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_021134695.1_ASM2113469v1_genomic.fna.gz	21	8192	76.5406	0.000345355	0.00019931847	0.0	0.0230351	-1.0	-1.0	-1.0	0.00390625	0.0	0.0	0.0	0.0	0.0	0.0	0.0019124124	0.002165731	0.0	0.0390625	0.15625	0.0	0.01953125	0.140625	0.0	0.017563134	0.12108034	0.00882353	0.02745098	0.11862745
../fasta/ref/bacteria/69/34/GCF_001034695.1_ASM103469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_019134695.1_ASM1913469v1_genomic.fna.gz	21	8192	76.127	0.0006688704	0.0006474858	0.0	0.0657135	-1.0	-1.0	-1.0	0.0048828125	0.0	0.0	0.0	0.002166313	0.0	0.0	0.0019069881	0.0029103768	0.0	0.0390625	0.0546875	0.0	0.046875	0.078125	0.0	0.046860456	0.06834516	0.00882353	0.05392157	0.087254904
../fasta/ref/bacteria/69/34/GCF_900034695.1_12754_5_84_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_000534695.1_Ente_cloa_complex_MGH_6_V2_genomic.fna.gz	21	8192	76.6845	4.9748243e-05	4.445832e-05	0.0	0.00859097	-1.0	-1.0	-1.0	0.0068359375	0.0	0.0	0.0019122645	0.0011638344	0.0	0.0	0.0	0.0057998453	0.0	0.03125	0.0859375	0.0	0.03125	0.08984375	0.0	0.033188373	0.0839704	0.011764706	0.050980393	0.0882353
../fasta/ref/bacteria/69/34/GCF_012934695.1_ASM1293469v1_genomic.fna.gz	../fasta/ref/bacteria/69/37/GCF_900637695.1_52451_C01_genomic.fna.gz	21	8192	75.6729	5.2623378e-05	3.338873e-05	0.0	0.0	-1.0	-1.0	-1.0	0.001953125	0.0	0.0	0.0	0.001398452	0.0	0.0	0.0	0.0	0.0	0.0703125	0.1015625	0.0	0.05859375	0.08984375	0.0	0.042954147	0.08982986	0.0029411765	0.048039217	0.1127451
