#G1	G2	K	sketchsize	ANI	WJI	JI	Mash	Dash1	BD8	BD4	BD2	BD1	SS8	SS4	SS2	SS1	FSS8	FSS4	FSS2	FSS1	PMH8Exact	PMH8-50000000	PMH8-500000	PMH4Exact	PMH4-50000000	PMH4-500000	PMH2Exact	PMH2-50000000	PMH2-500000	PMH1Exact	PMH1-50000000	PMH1-500000
../fasta/ref/bacteria/69/69/GCF_022569695.1_ASM2256969v1_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_002769695.1_ASM276969v1_genomic.fna.gz	31	131072	74.901	2.1880272e-05	2.1880272e-05	0.0	0.00131365	-1.0	-1.0	-1.0	0.003967285	0.0	0.0	0.0	0.0	0.0	0.0	8.2751554e-05	0.0	0.0	0.02734375	0.080078125	0.0	0.026367188	0.087646484	0.0	0.026230259	0.0892195	0.011642157	0.0375	0.09767157
../fasta/ref/bacteria/69/69/GCF_900169695.1_15.TR.020_20OXA_OXA-48_KPC_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_000669695.1_Myco_tube_OFXR-28_V1_genomic.fna.gz	31	131072	75.2994	1.0500177e-05	1.0500177e-05	0.0	0.00248805	-1.0	-1.0	-1.0	0.0037231445	0.0	0.0	7.716268e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.044433594	0.087402344	0.0	0.044677734	0.091552734	0.0	0.045151446	0.09153887	0.011397059	0.051960785	0.0997549
../fasta/ref/bacteria/69/69/GCF_015669695.1_ASM1566969v1_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_022369695.1_ASM2236969v1_genomic.fna.gz	31	131072	88.0654	6.378193e-05	5.4812102e-05	0.00048828125	0.00385039	-1.0	-1.0	-1.0	0.003112793	0.0	0.00024414	0.00032091522	0.0	0.0	0.0	0.0002015565	0.0001228632	0.0	0.020019531	0.10449219	0.0	0.025878906	0.10913086	0.0	0.025497826	0.115220875	0.011642157	0.034497548	0.12708333
../fasta/ref/bacteria/69/69/GCF_014169695.1_ASM1416969v1_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_000569695.1_Stap_aure_M91155_V1_genomic.fna.gz	31	131072	78.861	5.0537135e-05	1.3782349e-05	0.0	0.0035958	-1.0	-1.0	-1.0	0.00390625	0.0	0.0	7.777289e-05	0.00039797198	0.0	0.0	8.015601e-05	0.0	0.0	0.03515625	0.103515625	0.0	0.036865234	0.091552734	0.00022888533	0.034897383	0.08787671	0.010232843	0.04675245	0.09981617
../fasta/ref/bacteria/69/34/GCF_003634695.1_ASM363469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_006234695.1_ASM623469v1_genomic.fna.gz	31	131072	74.4629	9.814477e-06	9.814477e-06	0.0	0.0100843	-1.0	-1.0	-1.0	0.0044555664	0.0	0.0	0.0003138974	0.0	0.0	0.0	7.609633e-05	0.0006247037	0.0	0.044433594	0.100097656	0.0	0.04345703	0.09863281	0.0	0.044663157	0.09874113	0.011090687	0.051838234	0.107781865
../fasta/ref/bacteria/69/34/GCF_002934695.1_ASM293469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_001334695.1_6593_5_12_genomic.fna.gz	31	131072	77.7434	2.9119292e-05	2.9119292e-05	0.0	0.0	-1.0	-1.0	-1.0	0.004272461	0.0	0.0	0.0003167413	0.0014337836	0.0	0.0	7.93029e-05	0.00010285419	0.0	0.02734375	0.103515625	0.0	0.026367188	0.09716797	0.0	0.025619898	0.09324788	0.011029412	0.035906862	0.104411766
../fasta/ref/bacteria/69/34/GCF_014334695.1_ASM1433469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_021134695.1_ASM2113469v1_genomic.fna.gz	31	131072	76.5406	0.000137159	8.115731e-05	0.0	0.000661294	-1.0	-1.0	-1.0	0.0036010742	0.0	0.00024413998	0.0003217535	0.0	0.0	0.0	0.0	0.00058617396	0.0	0.022949219	0.123535156	0.0	0.01953125	0.11987305	0.0	0.019272145	0.11998169	0.0104779415	0.029656863	0.1264093
../fasta/ref/bacteria/69/34/GCF_001034695.1_ASM103469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_019134695.1_ASM1913469v1_genomic.fna.gz	31	131072	76.127	0.00013000329	0.00011766575	0.0	0.00742649	-1.0	-1.0	-1.0	0.003967285	0.0	0.0	0.00044418414	0.00052444864	0.0	0.0	0.0	0.0	0.0	0.044433594	0.079589844	0.0	0.044433594	0.07861328	0.0	0.047470815	0.07664607	0.01317402	0.05968137	0.08860294
../fasta/ref/bacteria/69/34/GCF_900034695.1_12754_5_84_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_000534695.1_Ente_cloa_complex_MGH_6_V2_genomic.fna.gz	31	131072	76.6845	1.5743391e-05	1.5113647e-05	0.0	0.00095846	-1.0	-1.0	-1.0	0.004699707	0.0	0.0	0.0002026087	0.0021080668	0.0	0.0	0.0	0.0	0.0	0.028320312	0.09423828	0.0	0.034179688	0.092285156	0.00010681315	0.036118105	0.09202716	0.010539216	0.043933824	0.102328435
../fasta/ref/bacteria/69/34/GCF_012934695.1_ASM1293469v1_genomic.fna.gz	../fasta/ref/bacteria/69/37/GCF_900637695.1_52451_C01_genomic.fna.gz	31	131072	75.6729	1.6207896e-05	8.103882e-06	0.0	0.00386671	-1.0	-1.0	-1.0	0.0041503906	0.0	0.0	7.609342e-05	0.0	0.0	0.0	0.00019297206	0.0	0.0	0.03857422	0.095214844	0.0	0.041748047	0.08959961	0.0	0.042954147	0.088853285	0.0109681375	0.05269608	0.10098039
