#G1	G2	K	sketchsize	ANI	WJI	JI	Mash	Dash1	BD8	BD4	BD2	BD1	SS8	SS4	SS2	SS1	FSS8	FSS4	FSS2	FSS1	PMH8Exact	PMH8-50000000	PMH8-500000	PMH4Exact	PMH4-50000000	PMH4-500000	PMH2Exact	PMH2-50000000	PMH2-500000	PMH1Exact	PMH1-50000000	PMH1-500000
../fasta/ref/bacteria/69/69/GCF_022569695.1_ASM2256969v1_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_002769695.1_ASM276969v1_genomic.fna.gz	31	8192	74.901	2.1880272e-05	2.1880272e-05	0.0	0.0483562	-1.0	-1.0	-1.0	0.00390625	0.0	0.0	0.0	0.0	0.0	0.0	0.0019269979	0.00068620866	0.0	0.0234375	0.09375	0.0	0.03125	0.09375	0.0	0.027328908	0.08006409	0.015686275	0.037254903	0.092156865
../fasta/ref/bacteria/69/69/GCF_900169695.1_15.TR.020_20OXA_OXA-48_KPC_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_000669695.1_Myco_tube_OFXR-28_V1_genomic.fna.gz	31	8192	75.2994	1.0500177e-05	1.0500177e-05	0.0	0.0188746	-1.0	-1.0	-1.0	0.0029296875	0.0	0.0	0.0	0.00248679	0.0	0.0	0.0	0.0	0.0	0.0390625	0.0625	0.0	0.04296875	0.09765625	0.0	0.046860456	0.09568933	0.00882353	0.063725494	0.10392157
../fasta/ref/bacteria/69/69/GCF_015669695.1_ASM1566969v1_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_022369695.1_ASM2236969v1_genomic.fna.gz	31	8192	88.0654	5.4812102e-05	5.4812102e-05	0.0	0.0	-1.0	-1.0	-1.0	0.00390625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1484375	0.0	0.0039062498	0.1171875	0.0	0.013656825	0.1054551	0.012745098	0.021568628	0.10784314
../fasta/ref/bacteria/69/69/GCF_014169695.1_ASM1416969v1_genomic.fna.gz	../fasta/ref/bacteria/69/69/GCF_000569695.1_Stap_aure_M91155_V1_genomic.fna.gz	31	8192	78.861	5.0537135e-05	1.3782349e-05	0.0	1.39875e-05	-1.0	-1.0	-1.0	0.0029296875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0234375	0.09375	0.0	0.01953125	0.09375	0.0	0.023422599	0.08787671	0.01372549	0.047058824	0.110784315
../fasta/ref/bacteria/69/34/GCF_003634695.1_ASM363469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_006234695.1_ASM623469v1_genomic.fna.gz	31	8192	74.4629	9.926007e-06	9.814477e-06	0.0	0.0	-1.0	-1.0	-1.0	0.0048828125	0.0	0.0	0.0	0.0012257373	0.0	0.0	0.0	0.0	0.0	0.015625	0.078125	0.0	0.03125	0.08984375	0.0	0.039047837	0.08006409	0.010784314	0.050980393	0.1
../fasta/ref/bacteria/69/34/GCF_002934695.1_ASM293469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_001334695.1_6593_5_12_genomic.fna.gz	31	8192	77.7434	2.9119292e-05	2.9119292e-05	0.0	0.0285237	-1.0	-1.0	-1.0	0.0078125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021765511	0.0	0.046875	0.078125	0.0	0.03125	0.0859375	0.0	0.033188373	0.11326772	0.01372549	0.047058824	0.120588236
../fasta/ref/bacteria/69/34/GCF_014334695.1_ASM1433469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_021134695.1_ASM2113469v1_genomic.fna.gz	31	8192	76.5406	0.000137159	8.115731e-05	0.0	0.01096	-1.0	-1.0	-1.0	0.0029296875	0.0	0.0	0.0	0.0026879634	0.0	0.0	0.0	0.0	0.0	0.046875	0.1015625	0.0	0.02734375	0.12890625	0.0	0.029282063	0.1269398	0.006862745	0.030392157	0.1382353
../fasta/ref/bacteria/69/34/GCF_001034695.1_ASM103469v1_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_019134695.1_ASM1913469v1_genomic.fna.gz	31	8192	76.127	0.00013000329	0.00011766575	0.0	0.0352151	-1.0	-1.0	-1.0	0.0078125	0.0	0.0	0.0019219243	0.0	0.0	0.0	0.0	0.0013196906	0.0	0.0390625	0.125	0.0	0.03515625	0.10546875	0.0	0.054673076	0.09178302	0.016666668	0.05882353	0.09803922
../fasta/ref/bacteria/69/34/GCF_900034695.1_12754_5_84_genomic.fna.gz	../fasta/ref/bacteria/69/34/GCF_000534695.1_Ente_cloa_complex_MGH_6_V2_genomic.fna.gz	31	8192	76.6845	1.5113647e-05	1.5113647e-05	0.0	0.036288	-1.0	-1.0	-1.0	0.00390625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0078125	0.0859375	0.0	0.01171875	0.08984375	0.0	0.021469444	0.09373617	0.014705882	0.038235296	0.115686275
../fasta/ref/bacteria/69/34/GCF_012934695.1_ASM1293469v1_genomic.fna.gz	../fasta/ref/bacteria/69/37/GCF_900637695.1_52451_C01_genomic.fna.gz	31	8192	75.6729	1.6207896e-05	8.103882e-06	0.0	0.00297362	-1.0	-1.0	-1.0	0.0048828125	0.0	0.0	0.0	0.00188638	0.0	0.0	0.0	0.0	0.0	0.0546875	0.1171875	0.0	0.0390625	0.109375	0.0	0.033188373	0.1054551	0.01372549	0.04019608	0.11176471
